timestamp,temperature_C,RUL_hours
2024-01-01 00:00:00,148.85787000994796,2555
2024-01-01 01:00:00,148.05199143227884,2554
2024-01-01 02:00:00,152.37870015180465,2553
2024-01-01 03:00:00,150.1936127571542,2552
2024-01-01 04:00:00,149.2248118400756,2551
2024-01-01 05:00:00,148.84474423077114,2550
2024-01-01 06:00:00,153.07935015821934,2549
2024-01-01 07:00:00,149.38346368593417,2548
2024-01-01 08:00:00,151.52578385681977,2547
2024-01-01 09:00:00,151.09548558496647,2546
2024-01-01 10:00:00,147.72565294396318,2545
2024-01-01 11:00:00,149.68764581391792,2544
2024-01-01 12:00:00,148.52856552093345,2543
2024-01-01 13:00:00,150.86699226381245,2542
2024-01-01 14:00:00,152.2869046953861,2541
2024-01-01 15:00:00,151.19068332653256,2540
2024-01-01 16:00:00,151.2462038737922,2539
2024-01-01 17:00:00,148.59075527389734,2538
2024-01-01 18:00:00,149.2179412940928,2537
2024-01-01 19:00:00,152.23567725538138,2536
2024-01-01 20:00:00,151.33665314477952,2535
2024-01-01 21:00:00,150.94485519402235,2534
2024-01-01 22:00:00,149.19989991158258,2533
2024-01-01 23:00:00,151.86485000138617,2532
2024-01-02 00:00:00,149.51759719413815,2531
2024-01-02 01:00:00,150.68379326402277,2530
2024-01-02 02:00:00,152.72779800335124,2529
2024-01-02 03:00:00,154.22577586212157,2528
2024-01-02 04:00:00,149.47970306495378,2527
2024-01-02 05:00:00,149.98269786113326,2526
2024-01-02 06:00:00,149.33242840754164,2525
2024-01-02 07:00:00,148.79227680724105,2524
2024-01-02 08:00:00,147.2973945294616,2523
2024-01-02 09:00:00,148.12371873469013,2522
2024-01-02 10:00:00,153.04729383262944,2521
2024-01-02 11:00:00,150.7520026560321,2520
2024-01-02 12:00:00,148.20580620296315,2519
2024-01-02 13:00:00,151.35244702446505,2518
2024-01-02 14:00:00,148.53709020758987,2517
2024-01-02 15:00:00,149.9738937877608,2516
2024-01-02 16:00:00,151.8278197467485,2515
2024-01-02 17:00:00,150.7583056082525,2514
2024-01-02 18:00:00,151.4582212389425,2513
2024-01-02 19:00:00,149.72063469933613,2512
2024-01-02 20:00:00,148.6913184122054,2511
2024-01-02 21:00:00,149.19742338766784,2510
2024-01-02 22:00:00,148.4052248940798,2509
2024-01-02 23:00:00,149.88758450738058,2508
2024-01-03 00:00:00,149.75743710173558,2507
2024-01-03 01:00:00,148.64580607810268,2506
2024-01-03 02:00:00,148.0809959815762,2505
2024-01-03 03:00:00,149.64960311309196,2504
2024-01-03 04:00:00,151.1411440122074,2503
2024-01-03 05:00:00,150.95769243443436,2502
2024-01-03 06:00:00,151.02604544953323,2501
2024-01-03 07:00:00,150.3630813581457,2500
2024-01-03 08:00:00,150.83055617205497,2499
2024-01-03 09:00:00,151.58632889033888,2498
2024-01-03 10:00:00,148.16215737883536,2497
2024-01-03 11:00:00,154.94690650118082,2496
2024-01-03 12:00:00,150.69098584504385,2495
2024-01-03 13:00:00,150.83165851176997,2494
2024-01-03 14:00:00,151.05196741782837,2493
2024-01-03 15:00:00,151.73751270014333,2492
2024-01-03 16:00:00,150.83705401290987,2491
2024-01-03 17:00:00,148.4578233520869,2490
2024-01-03 18:00:00,149.3153712608775,2489
2024-01-03 19:00:00,151.85162985561237,2488
2024-01-03 20:00:00,149.9012673177293,2487
2024-01-03 21:00:00,150.73088668515106,2486
2024-01-03 22:00:00,149.6131669140849,2485
2024-01-03 23:00:00,148.0397394060438,2484
2024-01-04 00:00:00,148.4814410413538,2483
2024-01-04 01:00:00,148.97628649243103,2482
2024-01-04 02:00:00,149.96062363972737,2481
2024-01-04 03:00:00,149.3905252316317,2480
2024-01-04 04:00:00,150.2719734681121,2479
2024-01-04 05:00:00,149.61305495340412,2478
2024-01-04 06:00:00,151.52439382568878,2477
2024-01-04 07:00:00,148.4015046999331,2476
2024-01-04 08:00:00,148.2997995829739,2475
2024-01-04 09:00:00,149.59093829046427,2474
2024-01-04 10:00:00,149.81886695373848,2473
2024-01-04 11:00:00,152.79398366902524,2472
2024-01-04 12:00:00,148.19381581040687,2471
2024-01-04 13:00:00,149.19353813083356,2470
2024-01-04 14:00:00,149.40267357202202,2469
2024-01-04 15:00:00,153.7546229707322,2468
2024-01-04 16:00:00,148.64135108062217,2467
2024-01-04 17:00:00,148.71190670923795,2466
2024-01-04 18:00:00,150.83034523397086,2465
2024-01-04 19:00:00,147.70377024739017,2464
2024-01-04 20:00:00,150.7075015397141,2463
2024-01-04 21:00:00,152.0343163297988,2462
2024-01-04 22:00:00,150.70581933347268,2461
2024-01-04 23:00:00,149.9104257339965,2460
2024-01-05 00:00:00,149.2526471225248,2459
2024-01-05 01:00:00,150.1458704422464,2458
2024-01-05 02:00:00,150.2926266111144,2457
2024-01-05 03:00:00,153.6738008499242,2456
2024-01-05 04:00:00,150.91386547540918,2455
2024-01-05 05:00:00,147.9077934598229,2454
2024-01-05 06:00:00,153.15899190861668,2453
2024-01-05 07:00:00,150.86188692604108,2452
2024-01-05 08:00:00,149.35899837726328,2451
2024-01-05 09:00:00,150.751969399231,2450
2024-01-05 10:00:00,149.40716070792539,2449
2024-01-05 11:00:00,148.9462190717023,2448
2024-01-05 12:00:00,151.7408116501249,2447
2024-01-05 13:00:00,149.02393302353818,2446
2024-01-05 14:00:00,148.49184528494973,2445
2024-01-05 15:00:00,151.5814511964601,2444
2024-01-05 16:00:00,148.69484193077562,2443
2024-01-05 17:00:00,151.7405836209948,2442
2024-01-05 18:00:00,145.97463094018462,2441
2024-01-05 19:00:00,150.51762515574927,2440
2024-01-05 20:00:00,151.7444304530732,2439
2024-01-05 21:00:00,151.27753337892858,2438
2024-01-05 22:00:00,150.81455293719495,2437
2024-01-05 23:00:00,149.3669923833077,2436
2024-01-06 00:00:00,150.01558630168438,2435
2024-01-06 01:00:00,149.10024608811315,2434
2024-01-06 02:00:00,150.63142960550775,2433
2024-01-06 03:00:00,149.81290458758417,2432
2024-01-06 04:00:00,151.11825005532867,2431
2024-01-06 05:00:00,151.47790038345113,2430
2024-01-06 06:00:00,151.01677257624885,2429
2024-01-06 07:00:00,149.16884131711686,2428
2024-01-06 08:00:00,149.2739527476149,2427
2024-01-06 09:00:00,151.519237828798,2426
2024-01-06 10:00:00,151.18197945935228,2425
2024-01-06 11:00:00,150.33428262896294,2424
2024-01-06 12:00:00,148.29899641974734,2423
2024-01-06 13:00:00,150.16907499391587,2422
2024-01-06 14:00:00,150.80054109056283,2421
2024-01-06 15:00:00,148.31536547131483,2420
2024-01-06 16:00:00,150.30713627222667,2419
2024-01-06 17:00:00,150.40785449263157,2418
2024-01-06 18:00:00,147.6131167604998,2417
2024-01-06 19:00:00,151.6069966408841,2416
2024-01-06 20:00:00,149.84449874449723,2415
2024-01-06 21:00:00,150.94989017740713,2414
2024-01-06 22:00:00,148.58264861167456,2413
2024-01-06 23:00:00,149.47351551451575,2412
2024-01-07 00:00:00,150.1902020415739,2411
2024-01-07 01:00:00,149.85074287423984,2410
2024-01-07 02:00:00,149.93139851291465,2409
2024-01-07 03:00:00,148.78507229995878,2408
2024-01-07 04:00:00,150.05310338105087,2407
2024-01-07 05:00:00,149.75487015525567,2406
2024-01-07 06:00:00,149.52560782466617,2405
2024-01-07 07:00:00,151.10356538861257,2404
2024-01-07 08:00:00,150.884640534127,2403
2024-01-07 09:00:00,148.21927667622057,2402
2024-01-07 10:00:00,150.47635842120513,2401
2024-01-07 11:00:00,149.86798905775578,2400
2024-01-07 12:00:00,147.09764882135403,2399
2024-01-07 13:00:00,150.95486495883094,2398
2024-01-07 14:00:00,146.76751582686325,2397
2024-01-07 15:00:00,147.70539061573945,2396
2024-01-07 16:00:00,150.4166427398078,2395
2024-01-07 17:00:00,147.48565325572036,2394
2024-01-07 18:00:00,151.6038035460873,2393
2024-01-07 19:00:00,149.05699211450042,2392
2024-01-07 20:00:00,149.54246383880758,2391
2024-01-07 21:00:00,149.49445824703952,2390
2024-01-07 22:00:00,148.14756234049963,2389
2024-01-07 23:00:00,150.76883828670256,2388
2024-01-08 00:00:00,150.69979513938137,2387
2024-01-08 01:00:00,149.93537801312073,2386
2024-01-08 02:00:00,151.1529736634487,2385
2024-01-08 03:00:00,149.42291295333217,2384
2024-01-08 04:00:00,151.67016477388128,2383
2024-01-08 05:00:00,151.15047650347847,2382
2024-01-08 06:00:00,151.23895659366988,2381
2024-01-08 07:00:00,149.98290336466553,2380
2024-01-08 08:00:00,150.7978838015763,2379
2024-01-08 09:00:00,149.4715168092096,2378
2024-01-08 10:00:00,148.82838062453482,2377
2024-01-08 11:00:00,151.13307340639622,2376
2024-01-08 12:00:00,147.56880297790897,2375
2024-01-08 13:00:00,146.96597506443672,2374
2024-01-08 14:00:00,148.69709125735017,2373
2024-01-08 15:00:00,149.31630803461817,2372
2024-01-08 16:00:00,149.00868540460374,2371
2024-01-08 17:00:00,151.5067318147327,2370
2024-01-08 18:00:00,147.74910587751046,2369
2024-01-08 19:00:00,152.3944454913127,2368
2024-01-08 20:00:00,150.5316208082162,2367
2024-01-08 21:00:00,149.2206808627898,2366
2024-01-08 22:00:00,153.14768259174744,2365
2024-01-08 23:00:00,148.67866381088078,2364
2024-01-09 00:00:00,149.68023608533548,2363
2024-01-09 01:00:00,148.23370676819286,2362
2024-01-09 02:00:00,149.3566757340793,2361
2024-01-09 03:00:00,149.74872287751268,2360
2024-01-09 04:00:00,151.91819747272146,2359
2024-01-09 05:00:00,149.41357902784364,2358
2024-01-09 06:00:00,149.9647008475545,2357
2024-01-09 07:00:00,151.91682464478845,2356
2024-01-09 08:00:00,150.57684982588688,2355
2024-01-09 09:00:00,150.51556145175573,2354
2024-01-09 10:00:00,150.427023403255,2353
2024-01-09 11:00:00,148.74752587518702,2352
2024-01-09 12:00:00,150.03506574645925,2351
2024-01-09 13:00:00,148.86784624930112,2350
2024-01-09 14:00:00,150.40527634276165,2349
2024-01-09 15:00:00,148.85525400782774,2348
2024-01-09 16:00:00,151.07537628949478,2347
2024-01-09 17:00:00,150.19842247121866,2346
2024-01-09 18:00:00,150.7205705085664,2345
2024-01-09 19:00:00,150.38895606746976,2344
2024-01-09 20:00:00,152.14364863919124,2343
2024-01-09 21:00:00,147.88446235670074,2342
2024-01-09 22:00:00,149.58353445609126,2341
2024-01-09 23:00:00,151.34326483124948,2340
2024-01-10 00:00:00,153.14121763439312,2339
2024-01-10 01:00:00,149.07613712217437,2338
2024-01-10 02:00:00,150.34672812566447,2337
2024-01-10 03:00:00,151.14876650454613,2336
2024-01-10 04:00:00,150.15355858643332,2335
2024-01-10 05:00:00,149.93619798089495,2334
2024-01-10 06:00:00,150.81781303655424,2333
2024-01-10 07:00:00,150.87621661196417,2332
2024-01-10 08:00:00,151.03600192819576,2331
2024-01-10 09:00:00,150.12299965646724,2330
2024-01-10 10:00:00,150.99905383869597,2329
2024-01-10 11:00:00,150.98529238265726,2328
2024-01-10 12:00:00,149.29640883600473,2327
2024-01-10 13:00:00,150.70000106830315,2326
2024-01-10 14:00:00,148.6305785602921,2325
2024-01-10 15:00:00,149.92988131403322,2324
2024-01-10 16:00:00,149.49818507233064,2323
2024-01-10 17:00:00,149.64541562559108,2322
2024-01-10 18:00:00,151.81615966024248,2321
2024-01-10 19:00:00,148.77377675753343,2320
2024-01-10 20:00:00,152.84286137890098,2319
2024-01-10 21:00:00,149.61935911499887,2318
2024-01-10 22:00:00,149.19088460601168,2317
2024-01-10 23:00:00,149.51935819804922,2316
2024-01-11 00:00:00,150.71812038601232,2315
2024-01-11 01:00:00,150.64385677504396,2314
2024-01-11 02:00:00,153.7315446051101,2313
2024-01-11 03:00:00,150.01182538901114,2312
2024-01-11 04:00:00,146.47088856223945,2311
2024-01-11 05:00:00,151.00801505622155,2310
2024-01-11 06:00:00,150.91260333428983,2309
2024-01-11 07:00:00,148.9559177246218,2308
2024-01-11 08:00:00,147.34949263996185,2307
2024-01-11 09:00:00,150.35282990240955,2306
2024-01-11 10:00:00,149.82718683372246,2305
2024-01-11 11:00:00,147.79696610782204,2304
2024-01-11 12:00:00,151.59825795340055,2303
2024-01-11 13:00:00,149.84326584224965,2302
2024-01-11 14:00:00,149.7444059268618,2301
2024-01-11 15:00:00,150.52949406406103,2300
2024-01-11 16:00:00,150.29422450307234,2299
2024-01-11 17:00:00,147.9957691524283,2298
2024-01-11 18:00:00,150.54070633798952,2297
2024-01-11 19:00:00,150.8995317000231,2296
2024-01-11 20:00:00,149.64874405216193,2295
2024-01-11 21:00:00,148.28322334838276,2294
2024-01-11 22:00:00,151.13290378568473,2293
2024-01-11 23:00:00,150.35177069822612,2292
2024-01-12 00:00:00,146.7250852907773,2291
2024-01-12 01:00:00,150.95404897397336,2290
2024-01-12 02:00:00,149.8977378358046,2289
2024-01-12 03:00:00,150.28374713264557,2288
2024-01-12 04:00:00,152.88969942850125,2287
2024-01-12 05:00:00,152.00483224624867,2286
2024-01-12 06:00:00,149.46145768900703,2285
2024-01-12 07:00:00,148.4677842205162,2284
2024-01-12 08:00:00,151.1679173646069,2283
2024-01-12 09:00:00,147.86129000192054,2282
2024-01-12 10:00:00,148.88521272930626,2281
2024-01-12 11:00:00,151.42989150913056,2280
2024-01-12 12:00:00,149.67990626830516,2279
2024-01-12 13:00:00,150.58987626269064,2278
2024-01-12 14:00:00,152.3259630350775,2277
2024-01-12 15:00:00,147.70757527127245,2276
2024-01-12 16:00:00,147.6394596539691,2275
2024-01-12 17:00:00,151.02254391041342,2274
2024-01-12 18:00:00,147.82596944068823,2273
2024-01-12 19:00:00,150.51197601816597,2272
2024-01-12 20:00:00,149.3615650599794,2271
2024-01-12 21:00:00,149.56397088178974,2270
2024-01-12 22:00:00,149.704468275911,2269
2024-01-12 23:00:00,147.58946764103788,2268
2024-01-13 00:00:00,150.51135012230617,2267
2024-01-13 01:00:00,151.2048604203744,2266
2024-01-13 02:00:00,152.481316093697,2265
2024-01-13 03:00:00,149.15997617654244,2264
2024-01-13 04:00:00,149.93526028860768,2263
2024-01-13 05:00:00,149.70569746591195,2262
2024-01-13 06:00:00,150.19396357950015,2261
2024-01-13 07:00:00,147.2889712505111,2260
2024-01-13 08:00:00,148.0064806135724,2259
2024-01-13 09:00:00,151.69680963682416,2258
2024-01-13 10:00:00,148.37006311591907,2257
2024-01-13 11:00:00,147.44550297655496,2256
2024-01-13 12:00:00,150.03328962704012,2255
2024-01-13 13:00:00,151.1019512274653,2254
2024-01-13 14:00:00,148.82438814326358,2253
2024-01-13 15:00:00,149.34354894692893,2252
2024-01-13 16:00:00,150.73971824198955,2251
2024-01-13 17:00:00,151.38483136566472,2250
2024-01-13 18:00:00,149.84799797700506,2249
2024-01-13 19:00:00,149.79675028943447,2248
2024-01-13 20:00:00,149.04682290719202,2247
2024-01-13 21:00:00,148.36760531724573,2246
2024-01-13 22:00:00,149.14445040321843,2245
2024-01-13 23:00:00,150.67748922994286,2244
2024-01-14 00:00:00,148.66483503654595,2243
2024-01-14 01:00:00,150.15253930634367,2242
2024-01-14 02:00:00,149.90532904840086,2241
2024-01-14 03:00:00,146.69654319264748,2240
2024-01-14 04:00:00,152.1177727811006,2239
2024-01-14 05:00:00,151.75782181062866,2238
2024-01-14 06:00:00,151.07855606022125,2237
2024-01-14 07:00:00,150.79522557927532,2236
2024-01-14 08:00:00,152.50067157258258,2235
2024-01-14 09:00:00,152.8663005304736,2234
2024-01-14 10:00:00,152.86306516514964,2233
2024-01-14 11:00:00,150.93681389820026,2232
2024-01-14 12:00:00,150.28372789639724,2231
2024-01-14 13:00:00,150.32651777302056,2230
2024-01-14 14:00:00,148.28124901449718,2229
2024-01-14 15:00:00,150.73206893185707,2228
2024-01-14 16:00:00,151.54005202782986,2227
2024-01-14 17:00:00,148.04686216350333,2226
2024-01-14 18:00:00,152.2003955538736,2225
2024-01-14 19:00:00,151.27619666071516,2224
2024-01-14 20:00:00,151.458898454401,2223
2024-01-14 21:00:00,151.31343847573672,2222
2024-01-14 22:00:00,147.575937915289,2221
2024-01-14 23:00:00,152.72250416263236,2220
2024-01-15 00:00:00,151.25518478027485,2219
2024-01-15 01:00:00,147.00163465741105,2218
2024-01-15 02:00:00,147.80683613345604,2217
2024-01-15 03:00:00,149.3489508326692,2216
2024-01-15 04:00:00,151.3754388518811,2215
2024-01-15 05:00:00,148.6969741743727,2214
2024-01-15 06:00:00,149.19745708628858,2213
2024-01-15 07:00:00,150.5538235640393,2212
2024-01-15 08:00:00,150.4837007909583,2211
2024-01-15 09:00:00,153.08313458417163,2210
2024-01-15 10:00:00,149.000161528626,2209
2024-01-15 11:00:00,151.2885475098009,2208
2024-01-15 12:00:00,152.33801077795295,2207
2024-01-15 13:00:00,151.66021633160668,2206
2024-01-15 14:00:00,148.8474085390884,2205
2024-01-15 15:00:00,148.5655989236478,2204
2024-01-15 16:00:00,151.61674262281932,2203
2024-01-15 17:00:00,147.3842195552488,2202
2024-01-15 18:00:00,148.44029356719457,2201
2024-01-15 19:00:00,150.33898851246624,2200
2024-01-15 20:00:00,149.86320406702558,2199
2024-01-15 21:00:00,150.17444246940732,2198
2024-01-15 22:00:00,152.47939086168483,2197
2024-01-15 23:00:00,152.96444359647685,2196
2024-01-16 00:00:00,149.10694368613048,2195
2024-01-16 01:00:00,150.76341677885262,2194
2024-01-16 02:00:00,151.99725812915966,2193
2024-01-16 03:00:00,150.0806591736937,2192
2024-01-16 04:00:00,149.46180309410525,2191
2024-01-16 05:00:00,149.66625019702016,2190
2024-01-16 06:00:00,149.41790285014534,2189
2024-01-16 07:00:00,150.29983566243615,2188
2024-01-16 08:00:00,150.6126060970336,2187
2024-01-16 09:00:00,148.2146216086032,2186
2024-01-16 10:00:00,149.58339182419448,2185
2024-01-16 11:00:00,148.59591961334615,2184
2024-01-16 12:00:00,152.68817859788533,2183
2024-01-16 13:00:00,150.59833329585013,2182
2024-01-16 14:00:00,148.2017817466039,2181
2024-01-16 15:00:00,148.09594214854482,2180
2024-01-16 16:00:00,150.80017110681533,2179
2024-01-16 17:00:00,149.35679650726692,2178
2024-01-16 18:00:00,150.26449528849474,2177
2024-01-16 19:00:00,148.79666902563378,2176
2024-01-16 20:00:00,152.00640572028905,2175
2024-01-16 21:00:00,151.9993133694094,2174
2024-01-16 22:00:00,150.3819399656625,2173
2024-01-16 23:00:00,151.91007601698183,2172
2024-01-17 00:00:00,149.20033292345218,2171
2024-01-17 01:00:00,149.41768301364218,2170
2024-01-17 02:00:00,152.0505705986823,2169
2024-01-17 03:00:00,150.52351742350814,2168
2024-01-17 04:00:00,148.46729234724404,2167
2024-01-17 05:00:00,149.32477083401324,2166
2024-01-17 06:00:00,149.91262750160305,2165
2024-01-17 07:00:00,150.90119555722325,2164
2024-01-17 08:00:00,150.178949904392,2163
2024-01-17 09:00:00,150.34656197161058,2162
2024-01-17 10:00:00,148.32975759576178,2161
2024-01-17 11:00:00,149.89630797490005,2160
2024-01-17 12:00:00,150.83131234472998,2159
2024-01-17 13:00:00,150.21910974707544,2158
2024-01-17 14:00:00,149.62136387004173,2157
2024-01-17 15:00:00,150.442928433127,2156
2024-01-17 16:00:00,150.6494621037044,2155
2024-01-17 17:00:00,149.0762882259106,2154
2024-01-17 18:00:00,150.5037941422611,2153
2024-01-17 19:00:00,151.16336964174053,2152
2024-01-17 20:00:00,149.67578373752073,2151
2024-01-17 21:00:00,150.0735965266992,2150
2024-01-17 22:00:00,150.735897510433,2149
2024-01-17 23:00:00,151.23579723917146,2148
2024-01-18 00:00:00,151.53012214302237,2147
2024-01-18 01:00:00,152.25252615945672,2146
2024-01-18 02:00:00,149.43445896872547,2145
2024-01-18 03:00:00,148.18330977625507,2144
2024-01-18 04:00:00,151.0440398928943,2143
2024-01-18 05:00:00,151.6730672216047,2142
2024-01-18 06:00:00,149.57141985688753,2141
2024-01-18 07:00:00,150.1818591951039,2140
2024-01-18 08:00:00,150.40362597721628,2139
2024-01-18 09:00:00,149.5846046949891,2138
2024-01-18 10:00:00,148.70426933811262,2137
2024-01-18 11:00:00,152.29017653622415,2136
2024-01-18 12:00:00,148.49127613784182,2135
2024-01-18 13:00:00,147.56928691926325,2134
2024-01-18 14:00:00,148.12463339625384,2133
2024-01-18 15:00:00,148.5992917556743,2132
2024-01-18 16:00:00,148.7895841961558,2131
2024-01-18 17:00:00,151.82359167986652,2130
2024-01-18 18:00:00,149.66094680024622,2129
2024-01-18 19:00:00,149.29765663811514,2128
2024-01-18 20:00:00,150.08312949047442,2127
2024-01-18 21:00:00,150.60472310165804,2126
2024-01-18 22:00:00,151.33218887896882,2125
2024-01-18 23:00:00,149.60491460951667,2124
2024-01-19 00:00:00,150.40562796741762,2123
2024-01-19 01:00:00,149.47851422914363,2122
2024-01-19 02:00:00,151.84522617949978,2121
2024-01-19 03:00:00,148.16028800467058,2120
2024-01-19 04:00:00,149.60403222337172,2119
2024-01-19 05:00:00,150.5453915646638,2118
2024-01-19 06:00:00,151.9879424011334,2117
2024-01-19 07:00:00,150.04388046078998,2116
2024-01-19 08:00:00,149.17259356228158,2115
2024-01-19 09:00:00,151.95950443160743,2114
2024-01-19 10:00:00,150.964829546745,2113
2024-01-19 11:00:00,148.43521110910635,2112
2024-01-19 12:00:00,150.58258417282505,2111
2024-01-19 13:00:00,148.55398543782172,2110
2024-01-19 14:00:00,151.2044157484859,2109
2024-01-19 15:00:00,151.77897556028043,2108
2024-01-19 16:00:00,150.15213524007785,2107
2024-01-19 17:00:00,150.18773892815474,2106
2024-01-19 18:00:00,150.24292062459025,2105
2024-01-19 19:00:00,150.04848946236072,2104
2024-01-19 20:00:00,148.50835617982983,2103
2024-01-19 21:00:00,150.19343186083748,2102
2024-01-19 22:00:00,147.3113006886441,2101
2024-01-19 23:00:00,147.47173318754074,2100
2024-01-20 00:00:00,151.6011368920025,2099
2024-01-20 01:00:00,151.69632000132296,2098
2024-01-20 02:00:00,150.6789147715209,2097
2024-01-20 03:00:00,153.22979107270592,2096
2024-01-20 04:00:00,149.20493431460926,2095
2024-01-20 05:00:00,151.79249649684738,2094
2024-01-20 06:00:00,151.44344500043152,2093
2024-01-20 07:00:00,149.88021220478757,2092
2024-01-20 08:00:00,150.0185497247401,2091
2024-01-20 09:00:00,149.67551898948167,2090
2024-01-20 10:00:00,151.0651787800186,2089
2024-01-20 11:00:00,149.42432044782458,2088
2024-01-20 12:00:00,149.15066720981042,2087
2024-01-20 13:00:00,149.41222505204448,2086
2024-01-20 14:00:00,148.42233803573015,2085
2024-01-20 15:00:00,149.86905216917478,2084
2024-01-20 16:00:00,148.84212622293748,2083
2024-01-20 17:00:00,149.4747183025383,2082
2024-01-20 18:00:00,149.29954232547522,2081
2024-01-20 19:00:00,150.39184681789905,2080
2024-01-20 20:00:00,153.08412669044748,2079
2024-01-20 21:00:00,149.72765796820937,2078
2024-01-20 22:00:00,148.0849667498761,2077
2024-01-20 23:00:00,149.78123367762512,2076
2024-01-21 00:00:00,155.26328725779706,2075
2024-01-21 01:00:00,150.27068368943125,2074
2024-01-21 02:00:00,151.72466253795812,2073
2024-01-21 03:00:00,148.8707029728275,2072
2024-01-21 04:00:00,150.58623196997362,2071
2024-01-21 05:00:00,149.30482047100324,2070
2024-01-21 06:00:00,150.87876991554515,2069
2024-01-21 07:00:00,149.9327764075896,2068
2024-01-21 08:00:00,148.9169882672439,2067
2024-01-21 09:00:00,148.84459181421138,2066
2024-01-21 10:00:00,149.42167368256085,2065
2024-01-21 11:00:00,150.18707313465876,2064
2024-01-21 12:00:00,151.6071010180807,2063
2024-01-21 13:00:00,148.95626489521595,2062
2024-01-21 14:00:00,150.98227149220406,2061
2024-01-21 15:00:00,151.2619883387841,2060
2024-01-21 16:00:00,149.7406598799248,2059
2024-01-21 17:00:00,150.16927955354834,2058
2024-01-21 18:00:00,150.65115991032374,2057
2024-01-21 19:00:00,149.54881046403332,2056
2024-01-21 20:00:00,150.59989272143432,2055
2024-01-21 21:00:00,148.9736841420104,2054
2024-01-21 22:00:00,148.87929607271866,2053
2024-01-21 23:00:00,151.38420327140793,2052
2024-01-22 00:00:00,149.55253735023692,2051
2024-01-22 01:00:00,151.21576288746994,2050
2024-01-22 02:00:00,152.18529663264732,2049
2024-01-22 03:00:00,147.4492000869186,2048
